60	203	2
61	203	5
62	203	2
63	203	2.5
64	203	5
65	203	 
66	203	5
67	203	4
68	203	4
69	203	2
70	203	2
71	203	4.5
72	203	 
73	203	4
74	203	4
75	203	5
76	203	4.5
77	203	5
78	203	4
79	203	4.5
80	203	4
81	203	4.5
82	203	3.5
83	203	3.5
84	203	2
85	203	2
86	203	5
87	203	4.5
88	203	 
89	203	2
90	203	2.5
91	203	4.5
92	203	 
93	203	4.5
94	203	4
95	203	4
96	203	4.5
97	203	2
98	203	3.5
99	203	4.5
100	203	3.5
101	203	4.5
102	203	4
103	203	2.5
104	203	4
1	204	5
2	204	3.5
3	204	3.5
4	204	3.5
5	204	3.5
6	204	4.5
7	204	4.5
8	204	3.5
9	204	3.5
10	204	3.5
11	204	4.5
12	204	4
13	204	4
14	204	4
15	204	5
16	204	2.5
17	204	2
18	204	3.5
19	204	 
20	204	3.5
21	204	 
22	204	3.5
23	204	4.5
24	204	5
25	204	3.5
26	204	2
27	204	3.5
28	204	4.5
29	204	3.5
30	204	3.5
31	204	3.5
32	204	5
33	204	5
34	204	5
35	204	4.5
36	204	4
37	204	2
38	204	 
39	204	2
40	204	4.5
41	204	4
42	204	4
43	204	 
44	204	3.5
45	204	2.5
46	204	4
47	204	3.5
48	204	4.5
49	204	3.5
50	204	 
51	204	4
52	204	2
53	204	2
54	204	2
55	204	2
56	204	3.5
57	204	2.5
58	204	5
59	204	3.5
60	204	5
61	204	 
62	204	4.5
63	204	5
64	204	3.5
65	204	2.5
66	204	4.5
67	204	3.5
68	204	 
69	204	3.5
70	204	3.5
71	204	3.5
72	204	4
73	204	3.5
74	204	4.5
75	204	2.5
76	204	2
77	204	4.5
78	204	2.5
79	204	4
80	204	3.5
81	204	3.5
82	204	2
83	204	4.5
84	204	3.5
85	204	3.5
86	204	2.5
87	204	4
88	204	2.5
89	204	2.5
90	204	4
91	204	3.5
92	204	4
93	204	3.5
94	204	3.5
95	204	3.5
96	204	4
97	204	3.5
98	204	4
99	204	2.5
100	204	4
101	204	5
102	204	3.5
103	204	4
104	204	3.5
1	205	2.5
2	205	2
3	205	4.5
4	205	2
5	205	2
6	205	2
7	205	 
8	205	2
9	205	 
10	205	 
11	205	2
12	205	5
13	205	2
14	205	2
15	205	2.5
16	205	5
17	205	5
18	205	2
19	205	4
20	205	5
21	205	2.5
22	205	2
23	205	5
24	205	 
25	205	 
26	205	5
27	205	5
28	205	 
29	205	 
30	205	4
31	205	2
32	205	2.5
33	205	 
34	205	2.5
35	205	 
36	205	 
37	205	3.5
38	205	4.5
39	205	2.5
40	205	2
41	205	3.5
42	205	2.5
43	205	3.5
44	205	2
45	205	3.5
46	205	4.5
47	205	2
48	205	2
49	205	2.5
50	205	2
51	205	 
52	205	 
53	205	 
54	205	2.5
55	205	2.5
56	205	2.5
57	205	2
58	205	2.5
59	205	2
60	205	2.5
61	205	4.5
62	205	 
63	205	 
64	205	2.5
65	205	5
66	205	 
67	205	2
68	205	2.5
69	205	4
70	205	5
71	205	 
72	205	2.5
73	205	2
74	205	2.5
75	205	4.5
76	205	5
77	205	 
78	205	4.5
79	205	5
80	205	 
81	205	 
82	205	4.5
83	205	2.5
84	205	4
85	205	5
86	205	2
87	205	2
88	205	5
89	205	3.5
90	205	 
91	205	 
92	205	5
93	205	4
94	205	5
95	205	2
96	205	 
97	205	4
98	205	2.5
99	205	3.5
100	205	2
101	205	 
102	205	2
103	205	 
104	205	2
1	206	4.5
2	206	2.5
3	206	2.5
4	206	2.5
5	206	2.5
6	206	 
7	206	4
8	206	2.5
9	206	2.5
10	206	2
11	206	5
12	206	4.5
13	206	4.5
14	206	3.5
15	206	4
16	206	 
17	206	2.5
18	206	2.5
19	206	4.5
20	206	 
21	206	2
22	206	2.5
23	206	4
24	206	3.5
25	206	2
26	206	4
27	206	4.5
28	206	4
29	206	4
30	206	4.5
31	206	2.5
32	206	 
33	206	2.5
34	206	3.5
35	206	4
36	206	5
37	206	4.5
38	206	4
39	206	 
40	206	 
41	206	2.5
42	206	3.5
43	206	4
44	206	2.5
45	206	5
46	206	5
47	206	2.5
48	206	 
49	206	2
50	206	2.5
51	206	4.5
52	206	4.5
53	206	3.5
54	206	4.5
55	206	5
56	206	4.5
57	206	3.5
58	206	3.5
59	206	2.5
60	206	4
61	206	4
62	206	3.5
63	206	3.5
64	206	2
65	206	4
66	206	2
67	206	2.5
68	206	2
69	206	4.5
70	206	4.5
71	206	2
72	206	2
73	206	2.5
74	206	 
75	206	3.5
76	206	3.5
77	206	2
78	206	2
79	206	2.5
80	206	2.5
81	206	2
82	206	2.5
83	206	 
84	206	5
85	206	 
86	206	4.5
87	206	5
88	206	2
89	206	4
90	206	4.5
91	206	2
92	206	3.5
93	206	2.5
94	206	 
95	206	2.5
96	206	2.5
97	206	4.5
98	206	2
99	206	 
100	206	2.5
101	206	2
102	206	2.5
103	206	2
104	206	2.5
1	207	 
2	207	 
3	207	 
4	207	 
5	207	 
6	207	5
7	207	3.5
8	207	 
9	207	4.5
10	207	2.5
11	207	2.5
12	207	 
13	207	5
14	207	5
15	207	2
16	207	2
17	207	 
18	207	 
19	207	5
20	207	2
21	207	3.5
22	207	 
23	207	 
24	207	2
25	207	2.5
26	207	 
27	207	4
28	207	3.5
29	207	5
30	207	5
31	207	 
32	207	4
33	207	3.5
34	207	2
35	207	3.5
36	207	4.5
37	207	5
38	207	5
39	207	4
40	207	5
41	207	 
42	207	 
43	207	4.5
44	207	 
45	207	 
46	207	 
47	207	 
48	207	2.5
49	207	 
50	207	3.5
51	207	2.5
52	207	2.5
53	207	5
54	207	5
55	207	 
56	207	4
57	207	4
58	207	2
59	207	 
60	207	 
61	207	2
62	207	2.5
63	207	2
64	207	4
65	207	3.5
66	207	3.5
67	207	 
68	207	3.5
69	207	5
70	207	4
71	207	2.5
72	207	3.5
73	207	 
74	207	5
75	207	2
76	207	4
77	207	4
78	207	5
79	207	 
80	207	2
81	207	2.5
82	207	 
83	207	4
84	207	4.5
85	207	2.5
86	207	4
87	207	2.5
88	207	3.5
89	207	4.5
90	207	2
91	207	2.5
92	207	2
93	207	 
94	207	2
95	207	 
96	207	3.5
97	207	5
98	207	 
99	207	2
100	207	 
101	207	3.5
102	207	 
103	207	5
104	207	5
